algorithm,n,structure,element_type,runs,mean_ms,min_ms,max_ms
bucket_sort,1000000,almost_sorted,int,1,925.1105,925.1105,925.1105
counting_sort,1000000,almost_sorted,int,1,2073.8787,2073.8787,2073.8787
parallel_merge_sort,1000000,almost_sorted,int,1,902.984,902.984,902.984
tim_sort,1000000,almost_sorted,int,1,158.2623,158.2623,158.2623
bucket_sort,1000000,half_sorted,int,1,1171.1569,1171.1569,1171.1569
counting_sort,1000000,half_sorted,int,1,2989.7237,2989.7237,2989.7237
parallel_merge_sort,1000000,half_sorted,int,1,887.3751,887.3751,887.3751
tim_sort,1000000,half_sorted,int,1,198.1423,198.1423,198.1423
bucket_sort,1000000,flat,int,1,535.6299,535.6299,535.6299
counting_sort,1000000,flat,int,1,101.6872,101.6872,101.6872
parallel_merge_sort,1000000,flat,int,1,758.7616,758.7616,758.7616
tim_sort,1000000,flat,int,1,68.2215,68.2215,68.2215
bubble_sort,20,random,float,500,0.0163,0.0146,0.2481
bucket_sort,20,random,float,500,0.0183,0.0077,0.7942
comb_sort,20,random,float,500,0.0083,0.0079,0.0254
heap_sort,20,random,float,500,0.0321,0.0151,2.252
insertion_sort,20,random,float,500,0.0119,0.008,0.0884
intro_sort,20,random,float,500,0.0084,0.0075,0.0281
merge_sort,20,random,float,500,0.0268,0.02,0.6142
merge_sort_iterative,20,random,float,500,0.0223,0.0214,0.064
patience_sort,20,random,float,500,0.0179,0.0112,0.3062
quick_sort,20,random,float,500,0.0097,0.0081,0.0259
selection_sort,20,random,float,500,0.0153,0.0087,0.2545
shell_sort,20,random,float,500,0.0073,0.0069,0.0232
tim_sort,20,random,float,500,0.0006,0.0005,0.0053
bubble_sort,20,sorted,float,500,0.0012,0.001,0.0058
bucket_sort,20,sorted,float,500,0.0092,0.0074,0.0391
comb_sort,20,sorted,float,500,0.0106,0.0056,0.1064
heap_sort,20,sorted,float,500,0.0198,0.0161,0.112
insertion_sort,20,sorted,float,500,0.0076,0.0018,0.6308
intro_sort,20,sorted,float,500,0.0057,0.0032,0.0545
merge_sort,20,sorted,float,500,0.021,0.0166,0.0875
merge_sort_iterative,20,sorted,float,500,0.026,0.0194,0.468
patience_sort,20,sorted,float,500,0.021,0.013,1.4476
quick_sort,20,sorted,float,500,0.0095,0.0079,0.1004
selection_sort,20,sorted,float,500,0.009,0.0082,0.044
shell_sort,20,sorted,float,500,0.0084,0.0043,0.058
tim_sort,20,sorted,float,500,0.0004,0.0003,0.0027
bubble_sort,20,reverse,float,500,0.0257,0.0184,0.4394
bucket_sort,20,reverse,float,500,0.0098,0.0075,0.0725
comb_sort,20,reverse,float,500,0.0109,0.0075,0.0738
heap_sort,20,reverse,float,500,0.0221,0.0132,0.6284
insertion_sort,20,reverse,float,500,0.0212,0.0132,0.5966
intro_sort,20,reverse,float,500,0.0085,0.0071,0.0683
merge_sort,20,reverse,float,500,0.0277,0.0175,0.8198
merge_sort_iterative,20,reverse,float,500,0.0224,0.0193,0.0781
patience_sort,20,reverse,float,500,0.019,0.007,0.5677
quick_sort,20,reverse,float,500,0.0085,0.0082,0.0291
selection_sort,20,reverse,float,500,0.0176,0.0088,0.9864
shell_sort,20,reverse,float,500,0.0085,0.0067,0.048
tim_sort,20,reverse,float,500,0.0007,0.0004,0.0035
bubble_sort,20,almost_sorted,float,500,0.0121,0.0076,0.1063
bucket_sort,20,almost_sorted,float,500,0.0103,0.0081,0.0315
comb_sort,20,almost_sorted,float,500,0.0074,0.0061,0.0287
heap_sort,20,almost_sorted,float,500,0.0244,0.0158,1.162
insertion_sort,20,almost_sorted,float,500,0.0031,0.0027,0.0165
intro_sort,20,almost_sorted,float,500,0.0039,0.0035,0.0174
merge_sort,20,almost_sorted,float,500,0.0257,0.0174,0.5603
merge_sort_iterative,20,almost_sorted,float,500,0.0299,0.0206,0.7097
patience_sort,20,almost_sorted,float,500,0.0182,0.0148,0.1344
quick_sort,20,almost_sorted,float,500,0.0147,0.0081,0.0806
selection_sort,20,almost_sorted,float,500,0.0115,0.0084,0.06
shell_sort,20,almost_sorted,float,500,0.0121,0.0059,0.5002
tim_sort,20,almost_sorted,float,500,0.0011,0.0007,0.0034
bubble_sort,50,random,float,500,0.1153,0.0793,2.3643
bucket_sort,50,random,float,500,0.0273,0.0207,0.8674
comb_sort,50,random,float,500,0.0375,0.0254,0.763
heap_sort,50,random,float,500,0.1678,0.0519,3.3199
insertion_sort,50,random,float,500,0.0689,0.0416,0.8869
intro_sort,50,random,float,500,0.0264,0.0209,0.6199
merge_sort,50,random,float,500,0.0871,0.0588,1.7694
merge_sort_iterative,50,random,float,500,0.085,0.0696,1.0222
patience_sort,50,random,float,500,0.0446,0.0363,0.6054
quick_sort,50,random,float,500,0.0355,0.0238,0.1606
selection_sort,50,random,float,500,0.0564,0.0424,1.6103
shell_sort,50,random,float,500,0.0339,0.0239,0.7632
tim_sort,50,random,float,500,0.0019,0.0014,0.0537
bubble_sort,50,sorted,float,500,0.0023,0.0021,0.0097
bucket_sort,50,sorted,float,500,0.0198,0.0177,0.0974
comb_sort,50,sorted,float,500,0.0248,0.0176,0.8694
heap_sort,50,sorted,float,500,0.0818,0.0518,0.8805
insertion_sort,50,sorted,float,500,0.0042,0.0038,0.0191
intro_sort,50,sorted,float,500,0.0167,0.0097,0.0587
merge_sort,50,sorted,float,500,0.0658,0.0476,1.754
merge_sort_iterative,50,sorted,float,500,0.0619,0.0506,0.9334
patience_sort,50,sorted,float,500,0.0513,0.0389,0.7831
quick_sort,50,sorted,float,500,0.0281,0.0233,0.6766
selection_sort,50,sorted,float,500,0.0537,0.0405,0.6053
shell_sort,50,sorted,float,500,0.0261,0.0127,3.8168
tim_sort,50,sorted,float,500,0.0007,0.0005,0.0032
bubble_sort,50,reverse,float,500,0.1747,0.1071,1.5133
bucket_sort,50,reverse,float,500,0.0522,0.02,0.6488
comb_sort,50,reverse,float,500,0.0459,0.0244,0.5257
heap_sort,50,reverse,float,500,0.0873,0.043,2.7693
insertion_sort,50,reverse,float,500,0.1474,0.0907,1.8363
intro_sort,50,reverse,float,500,0.0717,0.0297,1.1141
merge_sort,50,reverse,float,500,0.0758,0.0531,1.6171
merge_sort_iterative,50,reverse,float,500,0.0926,0.0546,1.0235
patience_sort,50,reverse,float,500,0.0205,0.0166,0.1327
quick_sort,50,reverse,float,500,0.0426,0.0244,1.3942
selection_sort,50,reverse,float,500,0.0695,0.0429,1.4564
shell_sort,50,reverse,float,500,0.0311,0.0236,0.5355
tim_sort,50,reverse,float,500,0.0007,0.0005,0.0037
bubble_sort,50,almost_sorted,float,500,0.0053,0.005,0.0203
bucket_sort,50,almost_sorted,float,500,0.0309,0.0222,1.3511
comb_sort,50,almost_sorted,float,500,0.03,0.0228,1.0242
heap_sort,50,almost_sorted,float,500,0.0744,0.0517,1.3224
insertion_sort,50,almost_sorted,float,500,0.0057,0.0038,0.07
intro_sort,50,almost_sorted,float,500,0.016,0.0097,0.209
merge_sort,50,almost_sorted,float,500,0.0697,0.0467,2.1939
merge_sort_iterative,50,almost_sorted,float,500,0.09,0.0512,1.3957
patience_sort,50,almost_sorted,float,500,0.0573,0.0379,0.7878
quick_sort,50,almost_sorted,float,500,0.0325,0.0226,0.195
selection_sort,50,almost_sorted,float,500,0.0658,0.0418,2.863
shell_sort,50,almost_sorted,float,500,0.0198,0.0128,0.5782
tim_sort,50,almost_sorted,float,500,0.0013,0.001,0.0148
bubble_sort,100,random,float,200,0.3796,0.3063,2.2326
bucket_sort,100,random,float,200,0.0421,0.0364,0.1469
comb_sort,100,random,float,200,0.0816,0.0611,0.3249
heap_sort,100,random,float,200,0.1666,0.1197,1.3569
insertion_sort,100,random,float,200,0.1814,0.1461,1.1668
intro_sort,100,random,float,200,0.062,0.0443,0.4172
merge_sort,100,random,float,200,0.1578,0.1271,2.3763
merge_sort_iterative,100,random,float,200,0.3031,0.1335,3.288
patience_sort,100,random,float,200,0.2531,0.0885,2.9325
quick_sort,100,random,float,200,0.0745,0.0537,0.8301
selection_sort,100,random,float,200,0.2172,0.1541,1.2072
shell_sort,100,random,float,200,0.1356,0.0611,4.1677
tim_sort,100,random,float,200,0.0042,0.0033,0.0172
bubble_sort,100,sorted,float,200,0.0047,0.004,0.0196
bucket_sort,100,sorted,float,200,0.0494,0.036,0.2641
comb_sort,100,sorted,float,200,0.048,0.0416,0.1254
heap_sort,100,sorted,float,200,0.1654,0.1213,1.8177
insertion_sort,100,sorted,float,200,0.0202,0.0075,0.6458
intro_sort,100,sorted,float,200,0.0276,0.0237,0.106
merge_sort,100,sorted,float,200,0.1557,0.1002,0.8811
merge_sort_iterative,100,sorted,float,200,0.1613,0.1069,2.7778
patience_sort,100,sorted,float,200,0.1143,0.0865,0.3333
quick_sort,100,sorted,float,200,0.0583,0.0496,0.2499
selection_sort,100,sorted,float,200,0.2791,0.1489,1.9614
shell_sort,100,sorted,float,200,0.0574,0.0307,0.3296
tim_sort,100,sorted,float,200,0.001,0.0007,0.0038
bubble_sort,100,reverse,float,200,0.5564,0.428,3.3424
bucket_sort,100,reverse,float,200,0.0397,0.0371,0.0863
comb_sort,100,reverse,float,200,0.0728,0.0487,0.6912
heap_sort,100,reverse,float,200,0.1636,0.1046,2.4781
insertion_sort,100,reverse,float,200,0.4467,0.3119,2.2024
intro_sort,100,reverse,float,200,0.1204,0.0613,2.95
merge_sort,100,reverse,float,200,0.1376,0.1108,0.8767
merge_sort_iterative,100,reverse,float,200,0.1256,0.1,0.2974
patience_sort,100,reverse,float,200,0.0427,0.0323,0.7751
quick_sort,100,reverse,float,200,0.0895,0.0594,1.7333
selection_sort,100,reverse,float,200,0.2458,0.1739,1.7381
shell_sort,100,reverse,float,200,0.086,0.0503,1.2566
tim_sort,100,reverse,float,200,0.0015,0.001,0.0394
bubble_sort,100,almost_sorted,float,200,0.2812,0.1978,2.1695
bucket_sort,100,almost_sorted,float,200,0.0464,0.0361,0.7863
comb_sort,100,almost_sorted,float,200,0.072,0.0496,0.5945
heap_sort,100,almost_sorted,float,200,0.1822,0.1205,0.7983
insertion_sort,100,almost_sorted,float,200,0.0312,0.0279,0.0684
intro_sort,100,almost_sorted,float,200,0.0489,0.0305,0.1451
merge_sort,100,almost_sorted,float,200,0.1608,0.1144,0.967
merge_sort_iterative,100,almost_sorted,float,200,0.1758,0.1326,1.2363
patience_sort,100,almost_sorted,float,200,0.1146,0.0865,1.7784
quick_sort,100,almost_sorted,float,200,0.0688,0.0509,0.2563
selection_sort,100,almost_sorted,float,200,0.1821,0.1486,0.8514
shell_sort,100,almost_sorted,float,200,0.0567,0.0472,0.4379
tim_sort,100,almost_sorted,float,200,0.0038,0.0021,0.0078
bubble_sort,1000,random,float,20,58.3026,47.8412,145.7379
bucket_sort,1000,random,float,20,0.5557,0.4104,1.284
comb_sort,1000,random,float,20,2.5488,1.5358,10.9811
heap_sort,1000,random,float,20,2.7426,2.0273,6.0141
insertion_sort,1000,random,float,20,25.6924,20.1089,32.6207
intro_sort,1000,random,float,20,0.9585,0.7666,2.3429
merge_sort,1000,random,float,20,2.2502,1.7824,4.6593
merge_sort_iterative,1000,random,float,20,2.411,1.8465,4.7323
patience_sort,1000,random,float,20,1.1096,0.8799,2.5064
quick_sort,1000,random,float,20,1.0419,0.8325,3.0655
selection_sort,1000,random,float,20,25.7949,21.4565,36.6123
shell_sort,1000,random,float,20,1.6584,1.3639,4.5435
tim_sort,1000,random,float,20,0.0844,0.0795,0.133
bubble_sort,1000,sorted,float,20,0.0545,0.0515,0.0801
bucket_sort,1000,sorted,float,20,0.438,0.4137,0.5059
comb_sort,1000,sorted,float,20,1.7509,0.9656,11.5204
heap_sort,1000,sorted,float,20,2.9547,2.1318,4.7839
insertion_sort,1000,sorted,float,20,0.1654,0.0952,0.3829
intro_sort,1000,sorted,float,20,0.6439,0.4504,1.534
merge_sort,1000,sorted,float,20,1.7846,1.2675,5.0811
merge_sort_iterative,1000,sorted,float,20,1.6255,1.3048,3.8824
patience_sort,1000,sorted,float,20,2.0547,1.5287,3.8875
quick_sort,1000,sorted,float,20,0.9505,0.7275,1.9065
selection_sort,1000,sorted,float,20,24.7688,19.4858,35.8722
shell_sort,1000,sorted,float,20,0.846,0.6132,2.4543
tim_sort,1000,sorted,float,20,0.0066,0.0052,0.0126
bubble_sort,1000,reverse,float,20,80.4694,63.2361,112.868
bucket_sort,1000,reverse,float,20,0.474,0.3984,0.8319
comb_sort,1000,reverse,float,20,1.6633,1.1093,4.7149
heap_sort,1000,reverse,float,20,2.2636,1.7328,4.7857
insertion_sort,1000,reverse,float,20,51.3708,44.506,67.2928
intro_sort,1000,reverse,float,20,1.616,1.2758,4.0352
merge_sort,1000,reverse,float,20,1.657,1.2642,4.0662
merge_sort_iterative,1000,reverse,float,20,1.5787,1.2737,3.378
patience_sort,1000,reverse,float,20,0.4528,0.3003,2.0593
quick_sort,1000,reverse,float,20,1.5058,1.1086,3.6849
selection_sort,1000,reverse,float,20,25.0012,21.6561,40.9142
shell_sort,1000,reverse,float,20,1.3398,1.0008,3.2879
tim_sort,1000,reverse,float,20,0.012,0.0099,0.0217
bubble_sort,1000,almost_sorted,float,20,29.183,23.6738,46.5797
bucket_sort,1000,almost_sorted,float,20,0.5291,0.4008,1.641
comb_sort,1000,almost_sorted,float,20,1.6876,1.1658,4.5777
heap_sort,1000,almost_sorted,float,20,2.7655,2.144,5.7733
insertion_sort,1000,almost_sorted,float,20,1.3353,1.0369,3.8179
intro_sort,1000,almost_sorted,float,20,1.4746,0.88,3.977
merge_sort,1000,almost_sorted,float,20,2.5125,1.6169,6.3334
merge_sort_iterative,1000,almost_sorted,float,20,1.9898,1.6488,2.659
patience_sort,1000,almost_sorted,float,20,2.0833,1.5636,4.1664
quick_sort,1000,almost_sorted,float,20,1.0457,0.941,1.8076
selection_sort,1000,almost_sorted,float,20,26.5759,21.5489,34.3792
shell_sort,1000,almost_sorted,float,20,1.3,0.9476,3.5585
tim_sort,1000,almost_sorted,float,20,0.0265,0.0225,0.055
bubble_sort,5000,random,float,5,1619.1325,1577.4974,1667.7047
bucket_sort,5000,random,float,5,2.3822,2.1056,3.2959
comb_sort,5000,random,float,5,14.2039,12.4053,17.0393
heap_sort,5000,random,float,5,21.4364,19.0381,24.1291
insertion_sort,5000,random,float,5,683.0165,656.3961,712.3302
intro_sort,5000,random,float,5,6.5894,5.0848,9.1701
merge_sort,5000,random,float,5,14.9109,11.3328,17.4211
merge_sort_iterative,5000,random,float,5,14.6296,12.6593,16.5332
patience_sort,5000,random,float,5,5.7609,5.065,7.9479
quick_sort,5000,random,float,5,6.9286,5.5195,8.483
selection_sort,5000,random,float,5,797.0962,646.9213,1079.359
shell_sort,5000,random,float,5,27.2831,14.7118,43.4133
tim_sort,5000,random,float,5,0.9072,0.802,1.0249
bubble_sort,5000,sorted,float,5,1.1287,1.1065,1.1511
bucket_sort,5000,sorted,float,5,4.4679,2.222,10.1073
comb_sort,5000,sorted,float,5,14.3129,8.1911,27.1065
heap_sort,5000,sorted,float,5,24.3019,17.9534,32.6002
insertion_sort,5000,sorted,float,5,2.1358,1.9139,2.2481
intro_sort,5000,sorted,float,5,5.168,3.7145,7.6269
merge_sort,5000,sorted,float,5,18.3317,10.3029,23.5056
merge_sort_iterative,5000,sorted,float,5,14.0812,10.7811,15.6629
patience_sort,5000,sorted,float,5,18.7565,13.8376,30.9369
quick_sort,5000,sorted,float,5,10.3312,5.2011,14.4183
selection_sort,5000,sorted,float,5,988.3481,658.9351,1302.93
shell_sort,5000,sorted,float,5,7.1422,4.5001,9.4695
tim_sort,5000,sorted,float,5,0.0437,0.0323,0.0599
bubble_sort,5000,reverse,float,5,2136.2697,2022.5511,2262.8154
bucket_sort,5000,reverse,float,5,2.5458,2.1039,3.2711
comb_sort,5000,reverse,float,5,12.2451,9.0567,18.0061
heap_sort,5000,reverse,float,5,15.6716,14.6142,16.9947
insertion_sort,5000,reverse,float,5,1359.0085,1344.6124,1366.19
intro_sort,5000,reverse,float,5,12.6789,10.4258,16.005
merge_sort,5000,reverse,float,5,11.1857,8.2544,13.2295
merge_sort_iterative,5000,reverse,float,5,10.6005,8.8466,12.3887
patience_sort,5000,reverse,float,5,2.0947,1.6782,3.0381
quick_sort,5000,reverse,float,5,11.4445,8.099,16.0625
selection_sort,5000,reverse,float,5,739.4516,633.3132,1079.4825
shell_sort,5000,reverse,float,5,19.2706,9.8623,38.7092
tim_sort,5000,reverse,float,5,0.0664,0.0593,0.074
bubble_sort,5000,almost_sorted,float,5,1028.3281,895.1126,1406.6282
bucket_sort,5000,almost_sorted,float,5,3.8799,2.4811,7.6641
comb_sort,5000,almost_sorted,float,5,13.9129,11.2837,22.1304
heap_sort,5000,almost_sorted,float,5,29.5332,16.5952,52.6
insertion_sort,5000,almost_sorted,float,5,36.5439,34.0549,38.0462
intro_sort,5000,almost_sorted,float,5,9.9887,7.535,11.2948
merge_sort,5000,almost_sorted,float,5,11.7069,10.9042,12.5996
merge_sort_iterative,5000,almost_sorted,float,5,14.5126,12.1082,17.4299
patience_sort,5000,almost_sorted,float,5,11.9265,10.285,13.3212
quick_sort,5000,almost_sorted,float,5,8.7022,6.7658,10.0794
selection_sort,5000,almost_sorted,float,5,695.013,632.3279,833.8507
shell_sort,5000,almost_sorted,float,5,12.0447,9.703,15.0057
tim_sort,5000,almost_sorted,float,5,0.1494,0.1245,0.2238
bucket_sort,10000,random,float,5,6.3869,4.9121,8.4757
comb_sort,10000,random,float,5,32.4258,31.0412,33.955
heap_sort,10000,random,float,5,42.4338,36.2572,51.8061
intro_sort,10000,random,float,5,14.8285,13.2368,17.1059
merge_sort,10000,random,float,5,29.8527,28.3723,32.3405
merge_sort_iterative,10000,random,float,5,33.4564,30.5941,36.9094
parallel_merge_sort,10000,random,float,5,287.6225,253.4054,318.0683
patience_sort,10000,random,float,5,17.2821,16.0972,18.4662
quick_sort,10000,random,float,5,16.1852,15.0112,17.5056
shell_sort,10000,random,float,5,35.3958,30.2148,38.8657
tim_sort,10000,random,float,5,1.1879,1.1188,1.325
bucket_sort,10000,sorted,float,5,5.3662,4.1198,6.2192
comb_sort,10000,sorted,float,5,18.6259,17.0948,20.565
heap_sort,10000,sorted,float,5,35.0376,34.1331,36.7169
intro_sort,10000,sorted,float,5,11.0628,8.8855,16.9593
merge_sort,10000,sorted,float,5,19.831,18.2852,23.2264
merge_sort_iterative,10000,sorted,float,5,21.3006,19.6672,22.7443
parallel_merge_sort,10000,sorted,float,5,286.8157,271.6071,295.6938
patience_sort,10000,sorted,float,5,32.8708,26.5887,38.0464
quick_sort,10000,sorted,float,5,11.0432,10.5584,11.5277
shell_sort,10000,sorted,float,5,13.7423,10.7888,22.4789
tim_sort,10000,sorted,float,5,0.1101,0.0757,0.1717
bucket_sort,10000,reverse,float,5,5.5899,4.4843,6.8606
comb_sort,10000,reverse,float,5,24.1288,21.0782,27.9624
heap_sort,10000,reverse,float,5,36.6714,31.5058,44.7121
intro_sort,10000,reverse,float,5,23.742,20.3404,28.6363
merge_sort,10000,reverse,float,5,20.2674,18.4431,22.1648
merge_sort_iterative,10000,reverse,float,5,20.77,18.3074,26.7173
parallel_merge_sort,10000,reverse,float,5,290.9883,268.595,306.0008
patience_sort,10000,reverse,float,5,6.7066,3.5288,9.4171
quick_sort,10000,reverse,float,5,23.8273,21.0062,28.3729
shell_sort,10000,reverse,float,5,24.402,20.953,29.1917
tim_sort,10000,reverse,float,5,0.1153,0.0942,0.1574
bucket_sort,10000,almost_sorted,float,5,6.0178,4.7252,7.9039
comb_sort,10000,almost_sorted,float,5,30.9273,25.5453,37.8557
heap_sort,10000,almost_sorted,float,5,37.4774,35.1628,40.1788
intro_sort,10000,almost_sorted,float,5,19.3532,17.4329,21.7512
merge_sort,10000,almost_sorted,float,5,26.9547,22.7072,31.2038
merge_sort_iterative,10000,almost_sorted,float,5,25.6058,23.3601,27.6424
parallel_merge_sort,10000,almost_sorted,float,5,268.7404,236.8458,322.5056
patience_sort,10000,almost_sorted,float,5,29.3406,26.071,30.9737
quick_sort,10000,almost_sorted,float,5,19.9298,16.2168,25.6373
shell_sort,10000,almost_sorted,float,5,22.6535,20.5779,26.9419
tim_sort,10000,almost_sorted,float,5,0.2871,0.2607,0.38
bucket_sort,50000,random,float,1,38.8885,38.8885,38.8885
comb_sort,50000,random,float,1,212.5348,212.5348,212.5348
heap_sort,50000,random,float,1,251.8028,251.8028,251.8028
intro_sort,50000,random,float,1,87.9895,87.9895,87.9895
merge_sort,50000,random,float,1,183.023,183.023,183.023
merge_sort_iterative,50000,random,float,1,218.8127,218.8127,218.8127
parallel_merge_sort,50000,random,float,1,306.2023,306.2023,306.2023
patience_sort,50000,random,float,1,121.3886,121.3886,121.3886
quick_sort,50000,random,float,1,115.3331,115.3331,115.3331
shell_sort,50000,random,float,1,234.4374,234.4374,234.4374
tim_sort,50000,random,float,1,7.1839,7.1839,7.1839
bucket_sort,50000,sorted,float,1,35.0443,35.0443,35.0443
comb_sort,50000,sorted,float,1,147.0103,147.0103,147.0103
heap_sort,50000,sorted,float,1,233.7774,233.7774,233.7774
intro_sort,50000,sorted,float,1,66.9472,66.9472,66.9472
merge_sort,50000,sorted,float,1,127.1025,127.1025,127.1025
merge_sort_iterative,50000,sorted,float,1,124.7274,124.7274,124.7274
parallel_merge_sort,50000,sorted,float,1,327.2693,327.2693,327.2693
patience_sort,50000,sorted,float,1,194.3336,194.3336,194.3336
quick_sort,50000,sorted,float,1,98.6144,98.6144,98.6144
shell_sort,50000,sorted,float,1,88.092,88.092,88.092
tim_sort,50000,sorted,float,1,0.5579,0.5579,0.5579
bucket_sort,50000,reverse,float,1,34.2588,34.2588,34.2588
comb_sort,50000,reverse,float,1,162.0845,162.0845,162.0845
heap_sort,50000,reverse,float,1,215.5108,215.5108,215.5108
intro_sort,50000,reverse,float,1,150.6196,150.6196,150.6196
merge_sort,50000,reverse,float,1,121.5011,121.5011,121.5011
merge_sort_iterative,50000,reverse,float,1,131.8625,131.8625,131.8625
parallel_merge_sort,50000,reverse,float,1,306.6894,306.6894,306.6894
patience_sort,50000,reverse,float,1,28.4855,28.4855,28.4855
quick_sort,50000,reverse,float,1,150.2017,150.2017,150.2017
shell_sort,50000,reverse,float,1,168.3986,168.3986,168.3986
tim_sort,50000,reverse,float,1,0.6045,0.6045,0.6045
bucket_sort,50000,almost_sorted,float,1,30.5019,30.5019,30.5019
comb_sort,50000,almost_sorted,float,1,247.837,247.837,247.837
heap_sort,50000,almost_sorted,float,1,263.5141,263.5141,263.5141
intro_sort,50000,almost_sorted,float,1,210.7747,210.7747,210.7747
merge_sort,50000,almost_sorted,float,1,172.075,172.075,172.075
merge_sort_iterative,50000,almost_sorted,float,1,174.2782,174.2782,174.2782
parallel_merge_sort,50000,almost_sorted,float,1,319.5496,319.5496,319.5496
patience_sort,50000,almost_sorted,float,1,252.8694,252.8694,252.8694
quick_sort,50000,almost_sorted,float,1,215.5326,215.5326,215.5326
shell_sort,50000,almost_sorted,float,1,242.029,242.029,242.029
tim_sort,50000,almost_sorted,float,1,2.2516,2.2516,2.2516
bucket_sort,100000,random,float,1,67.1753,67.1753,67.1753
comb_sort,100000,random,float,1,454.0081,454.0081,454.0081
heap_sort,100000,random,float,1,535.0758,535.0758,535.0758
intro_sort,100000,random,float,1,199.9741,199.9741,199.9741
merge_sort,100000,random,float,1,377.5864,377.5864,377.5864
merge_sort_iterative,100000,random,float,1,409.7969,409.7969,409.7969
parallel_merge_sort,100000,random,float,1,371.7799,371.7799,371.7799
patience_sort,100000,random,float,1,194.9797,194.9797,194.9797
quick_sort,100000,random,float,1,178.7656,178.7656,178.7656
shell_sort,100000,random,float,1,595.9484,595.9484,595.9484
tim_sort,100000,random,float,1,17.0658,17.0658,17.0658
bucket_sort,100000,sorted,float,1,69.0075,69.0075,69.0075
comb_sort,100000,sorted,float,1,341.908,341.908,341.908
heap_sort,100000,sorted,float,1,552.42,552.42,552.42
intro_sort,100000,sorted,float,1,181.3234,181.3234,181.3234
merge_sort,100000,sorted,float,1,250.8715,250.8715,250.8715
merge_sort_iterative,100000,sorted,float,1,303.5195,303.5195,303.5195
parallel_merge_sort,100000,sorted,float,1,336.9281,336.9281,336.9281
patience_sort,100000,sorted,float,1,485.5293,485.5293,485.5293
quick_sort,100000,sorted,float,1,213.696,213.696,213.696
shell_sort,100000,sorted,float,1,234.4134,234.4134,234.4134
tim_sort,100000,sorted,float,1,1.3088,1.3088,1.3088
bucket_sort,100000,reverse,float,1,66.0095,66.0095,66.0095
comb_sort,100000,reverse,float,1,377.6058,377.6058,377.6058
heap_sort,100000,reverse,float,1,499.1578,499.1578,499.1578
intro_sort,100000,reverse,float,1,336.2851,336.2851,336.2851
merge_sort,100000,reverse,float,1,248.3499,248.3499,248.3499
merge_sort_iterative,100000,reverse,float,1,277.2716,277.2716,277.2716
parallel_merge_sort,100000,reverse,float,1,354.2987,354.2987,354.2987
patience_sort,100000,reverse,float,1,52.0637,52.0637,52.0637
quick_sort,100000,reverse,float,1,334.9854,334.9854,334.9854
shell_sort,100000,reverse,float,1,334.7643,334.7643,334.7643
tim_sort,100000,reverse,float,1,1.3801,1.3801,1.3801
bucket_sort,100000,almost_sorted,float,1,63.8618,63.8618,63.8618
comb_sort,100000,almost_sorted,float,1,467.2434,467.2434,467.2434
heap_sort,100000,almost_sorted,float,1,576.8762,576.8762,576.8762
intro_sort,100000,almost_sorted,float,1,268.5292,268.5292,268.5292
merge_sort,100000,almost_sorted,float,1,398.1723,398.1723,398.1723
merge_sort_iterative,100000,almost_sorted,float,1,390.1748,390.1748,390.1748
parallel_merge_sort,100000,almost_sorted,float,1,341.5971,341.5971,341.5971
patience_sort,100000,almost_sorted,float,1,406.9814,406.9814,406.9814
quick_sort,100000,almost_sorted,float,1,276.9684,276.9684,276.9684
shell_sort,100000,almost_sorted,float,1,454.3258,454.3258,454.3258
tim_sort,100000,almost_sorted,float,1,5.2355,5.2355,5.2355
bubble_sort,100,random,string,200,0.5316,0.3981,2.2193
comb_sort,100,random,string,200,0.1138,0.0801,2.0132
heap_sort,100,random,string,200,0.1824,0.1383,1.7856
insertion_sort,100,random,string,200,0.2569,0.2001,1.6302
intro_sort,100,random,string,200,0.087,0.055,2.4325
merge_sort,100,random,string,200,0.1985,0.1392,2.1298
merge_sort_iterative,100,random,string,200,0.1933,0.1443,1.3332
patience_sort,100,random,string,200,0.094,0.0795,0.6846
quick_sort,100,random,string,200,0.0846,0.0631,0.238
selection_sort,100,random,string,200,0.3385,0.2313,2.5839
shell_sort,100,random,string,200,0.0931,0.0722,0.337
tim_sort,100,random,string,200,0.0065,0.0057,0.0137
bubble_sort,100,sorted,string,200,0.0058,0.0056,0.01
comb_sort,100,sorted,string,200,0.0664,0.0538,1.5544
heap_sort,100,sorted,string,200,0.1966,0.1391,1.2112
insertion_sort,100,sorted,string,200,0.0108,0.0092,0.0307
intro_sort,100,sorted,string,200,0.0346,0.0309,0.0634
merge_sort,100,sorted,string,200,0.1606,0.106,1.7579
merge_sort_iterative,100,sorted,string,200,0.1387,0.1133,0.9567
patience_sort,100,sorted,string,200,0.1326,0.1029,1.6843
quick_sort,100,sorted,string,200,0.0885,0.0601,0.8057
selection_sort,100,sorted,string,200,0.293,0.2258,3.7518
shell_sort,100,sorted,string,200,0.0398,0.0384,0.0714
tim_sort,100,sorted,string,200,0.0019,0.0011,0.0052
bubble_sort,100,reverse,string,200,0.6569,0.5077,3.3577
comb_sort,100,reverse,string,200,0.1158,0.0659,1.8043
heap_sort,100,reverse,string,200,0.1525,0.1163,1.0588
insertion_sort,100,reverse,string,200,0.543,0.381,3.2128
intro_sort,100,reverse,string,200,0.0888,0.0759,0.7033
